Fire Department Name,Fire Department Code,Address,City,State,Zip Code,County Code,County Name,Phone Number,Latitude,Longitude,Location 1
CORNING FIRE DEPARTMENT (CITY),51014,1 CIVIC CENTER PLAZA,CORNING,NY,14830,51,Steuben,6079620340,42.148045,-77.052832,"(42.148045, -77.052832)"
EAST CAMPBELL FIRE DEPT,51015,PO BOX 353,PAINTED POST,NY,14870,51,Steuben,6079364756,42.222415,-77.136823,"(42.222415, -77.136823)"
EAST CORNING FIRE DEPARTMENT,51016,11873 EAST CORNING ROAD,CORNING,NY,14830,51,Steuben,6079368242,42.123399,-76.992846,"(42.123399, -76.992846)"
FOREST VIEW-GANG MILLS FIRE DEPT,51017,3 JAY E ALLEN DRIVE,PAINTED POST,NY,14870,51,Steuben,6079628711,42.14165,-77.124788,"(42.14165, -77.124788)"
FREMONT VOLUNTEER FIRE DEPT,51018,PO BOX 462,ARKPORT,NY,14807,51,Steuben,6073244133,42.39426,-77.69659,"(42.39426, -77.69659)"
GIBSON VOLUNTEER FIRE DEPARTMENT,51019,2965 MAIN STREET PO BOX 210,CORNING,NY,14830,51,Steuben,6079624182,42.14232,-77.04497,"(42.14232, -77.04497)"
GREENWOOD VOLUNTEER FIRE DEPT,51020,PO BOX 977,GREENWOOD,NY,14839,51,Steuben,6076612769,42.13273,-77.635,"(42.13273, -77.635)"
HAMMONDSPORT VOLUNTEER FIRE DEPT,51021,PO BOX 337,HAMMONDSPORT,NY,14840,51,Steuben,6075692167,42.401361,-77.216476,"(42.401361, -77.216476)"
HORNBY FIRE DEPARTMENT,51022,5492 MONTEREY RD,BEAVER DAMS,NY,14812,51,Steuben,6079622551,42.17081,-77.12374,"(42.17081, -77.12374)"
HORNELL FIRE DEPARTMENT,51023,110 BROADWAY,HORNELL,NY,14843,51,Steuben,6073242100,42.324623,-77.661369,"(42.324623, -77.661369)"
HOWARD FIRE DEPARTMENT,51024,3622 CO RTE 70,AVOCA,NY,14809,51,Steuben,6075662426,42.40743,-77.42111,"(42.40743, -77.42111)"
JASPER VOLUNTEER FIRE DEPARTMENT,51025,PO BOX 118,JASPER,NY,14855,51,Steuben,6077923796,42.14135,-77.49522,"(42.14135, -77.49522)"
LINDLEY-PRESHO VOL FIRE DEPT,51026,9599 TANNERY CREEK ROAD,LINDLEY,NY,14858-9764,51,Steuben,6075236606,42.044507,-77.12363,"(42.044507, -77.12363)"
NORTH HORNELL FIRE DEPARTMENT,51027,1 WEST MAPLEWOOD,HORNELL,NY,14843,51,Steuben,6073241033,42.344414,-77.660512,"(42.344414, -77.660512)"
PAINTED POST FIRE DEPARTMENT,51028,PO BOX 110,PAINTED POST,NY,14870,51,Steuben,6077651132,42.17081,-77.12374,"(42.17081, -77.12374)"
PERKINSVILLE FIRE DEPARTMENT,51029,PO BOX 78,PERKINSVILLE,NY,14529,51,Steuben,7167285013,42.53756,-77.62553,"(42.53756, -77.62553)"
PRATTSBURG FIRE DEPARTMENT,51030,13 ALLIS STREET,PRATTSBURG,NY,14873,51,Steuben,6075223306,42.51076,-77.33656,"(42.51076, -77.33656)"
PULTENEY FIRE DISTRICT,51031,8891 BROWN ROAD PO BOX 35,PULTENEY,NY,14874,51,Steuben,6078683003,42.52829,-77.17521,"(42.52829, -77.17521)"
REXVILLE VOLUNTEER FIRE DEPT,51032,PO BOX 33,REXVILLE,NY,14877-0033,51,Steuben,6072254515,42.085057,-77.661152,"(42.085057, -77.661152)"
SAVONA FIRE DEPARTMENT,51033,17 MC COY STREET,SAVONA,NY,14879,51,Steuben,6075832620,42.286762,-77.217565,"(42.286762, -77.217565)"
SOUTH CORNING VOLUNTEER FIRE DEP,51034,7 CLARK STREET,CORNING,NY,14830,51,Steuben,6079375866,42.124126,-77.034094,"(42.124126, -77.034094)"
SOUTH DANSVILLE FIRE DEPARTMENT,51035,1481 DAY ROAD,ARKPORT,NY,14807,51,Steuben,6072959804,42.39426,-77.69659,"(42.39426, -77.69659)"
SOUTH HORNELL FIRE DEPARTMENT,51036,PO BOX 361,HORNELL,NY,14843,51,Steuben,6073241148,42.32782,-77.6574,"(42.32782, -77.6574)"
THURSTON FIRE DEPARTMENT,51037,7507 THURSTON RD,CAMPBELL,NY,14821,51,Steuben,6075834144,42.21975,-77.22146,"(42.21975, -77.22146)"
TROUPSBURG VOLUNTEER FIRE DEPT,51038,876 MAIN STREET,TROUPSBURG,NY,14885,51,Steuben,6075256303,42.05324,-77.56123,"(42.05324, -77.56123)"
TUSCARORA FREEMAN VOL FIRE DEPT,51039,820 MACK ROAD,ADDISON,NY,14801-9313,51,Steuben,6073592352,42.027467,-77.293726,"(42.027467, -77.293726)"
WALLACE FIRE DEPARTMENT,51040,4534 CTY RT 105,AVOCA,NY,14809,51,Steuben,6075669208,42.40743,-77.42111,"(42.40743, -77.42111)"
WAYLAND FIRE DEPARTMENT,51041,14 EAST NAPLES STREET,WAYLAND,NY,14572,51,Steuben,7167282820,42.56775,-77.590715,"(42.56775, -77.590715)"
WOODHULL FIRE DEPARTMENT,51042,5193 WEST MAIN ST BOX 102,WOODHULL,NY,14898,51,Steuben,6074855380,42.07991,-77.4091,"(42.07991, -77.4091)"
NORTH CORNING VOL FIRE DEPT,51043,5931 RAILROAD AVENUE,KANONA,NY,14856,51,Steuben,6079623778,42.162384,-77.057011,"(42.162384, -77.057011)"
KANONA FIRE DEPARTMENT,51044,5138 CHAMBERLAIN ROAD,BATH,NY,14810,51,Steuben,6077769002,42.33562,-77.31845,"(42.33562, -77.31845)"
WAYNE FIRE COMPANY,51045,PO BOX 91,WAYNE,NY,14893,51,Steuben,6072923380,42.47062,-77.10544,"(42.47062, -77.10544)"
AMAGANSETT FIRE DEPARTMENT,52001,PO BOX 911,AMAGANSETT,NY,11930,52,Suffolk,6312673300,40.978819,-72.134878,"(40.978819, -72.134878)"
AMITYVILLE FIRE DEPARTMENT,52002,55 W OAK ST PO BOX 725,AMITYVILLE,NY,11701,52,Suffolk,6312641130,40.679218,-73.420642,"(40.679218, -73.420642)"
BABYLON FIRE DEPARTMENT,52003,153 W MAIN ST PO BOX 236,BABYLON,NY,11702,52,Suffolk,6316691600,40.695731,-73.326233,"(40.695731, -73.326233)"
BAYPORT FIRE DEPARTMENT,52004,251 SNEDECOR AVENUE,BAYPORT,NY,11705,52,Suffolk,6314720641,40.745039,-73.053377,"(40.745039, -73.053377)"
BAY SHORE FIRE DEPARTMENT,52005,195 FIFTH AVENUE,BAY SHORE,NY,11706,52,Suffolk,6316654227,40.728988,-73.260624,"(40.728988, -73.260624)"
BELLPORT FIRE DEPARTMENT,52006,161 MAIN STREET,BELLPORT,NY,11713,52,Suffolk,6312860273,40.758469,-72.938,"(40.758469, -72.938)"
BLUE POINT FIRE DEPARTMENT,52007,205 BLUE POINT AVENUE,BLUE POINT,NY,11715,52,Suffolk,6313636310,40.749804,-73.036722,"(40.749804, -73.036722)"
BOHEMIA FIRE DEPARTMENT,52008,950 PEARL STREET,BOHEMIA,NY,11716,52,Suffolk,6315892555,40.765573,-73.109694,"(40.765573, -73.109694)"
BRENTWOOD FIRE DEPARTMENT,52009,125 FOURTH STREET,BRENTWOOD,NY,11717,52,Suffolk,6312737080,40.77694,-73.247699,"(40.77694, -73.247699)"
BRIDGEHAMPTON FIRE DEPARTMENT,52010,64 SCHOOL ST PO BOX 1280,BRIDGEHAMPTON,NY,11932,52,Suffolk,6315370336,40.9371,-72.30182,"(40.9371, -72.30182)"
BROOKHAVEN FIRE DEPARTMENT,52011,2486 MONTAUK HIGHWAY,BROOKHAVEN,NY,11719,52,Suffolk,6312860282,40.78638,-72.916991,"(40.78638, -72.916991)"
CENTEREACH FIRE DEPARTMENT,52013,9 SOUTH WASHINGTON AVENUE,CENTEREACH,NY,11720,52,Suffolk,6315888652,40.857353,-73.089369,"(40.857353, -73.089369)"
CENTER MORICHES FIRE DEPARTMENT,52014,301 MAIN STREET,CENTER MORICHES,NY,11934,52,Suffolk,6318780089,40.800224,-72.790872,"(40.800224, -72.790872)"
CENTERPORT FIRE DEPARTMENT,52015,9 PARK CIRCLE PO BOX 615,CENTERPORT,NY,11721,52,Suffolk,6312615916,40.887132,-73.367797,"(40.887132, -73.367797)"
CENTRAL ISLIP FIRE DEPARTMENT,52016,97 CARLTON AVENUE,CENTRAL ISLIP,NY,11722,52,Suffolk,6312349145,40.785013,-73.200779,"(40.785013, -73.200779)"
CHERRY GROVE FIRE DEPARTMENT,52018,PO BOX 4173,CHERRY GROVE,NY,11782,52,Suffolk,6315976697,40.782527,-72.808704,"(40.782527, -72.808704)"
COLD SPRING HARBOR FIRE DEPT,52019,2 MAIN STREET,COLD SPRING HARBOR,NY,11724,52,Suffolk,6316926772,40.869738,-73.460532,"(40.869738, -73.460532)"
COMMACK FIRE DEPARTMENT,52020,6309 JERICHO TURNPIKE,COMMACK,NY,11725,52,Suffolk,6314996690,40.84294,-73.296059,"(40.84294, -73.296059)"
COPIAGUE FIRE DEPARTMENT,52021,320 GREAT NECK ROAD,COPIAGUE,NY,11726,52,Suffolk,6318425566,40.671077,-73.394256,"(40.671077, -73.394256)"
CORAM FIRE DEPARTMENT,52022,303 MIDDLE COUNTRY ROAD,CORAM,NY,11727,52,Suffolk,6317325733,40.870086,-72.999158,"(40.870086, -72.999158)"
CUTCHOGUE FIRE DEPARTMENT,52023,260 NEW SUFFOLK RD,CUTCHOGUE,NY,11935,52,Suffolk,6317346907,41.009978,-72.484718,"(41.009978, -72.484718)"
DAVIS PARK FIRE DEPARTMENT,52024,PO BOX 913,PATCHOGUE,NY,11772,52,Suffolk,6315976024,40.77259,-72.99932,"(40.77259, -72.99932)"
DEER PARK VOLUNTEER FIRE DEPT,52025,94 LAKE AVENUE,DEER PARK,NY,11729,52,Suffolk,6316673547,40.759477,-73.32595,"(40.759477, -73.32595)"
DIX HILLS FIRE DEPARTMENT,52026,115 E DEER PARK ROAD,DIX HILLS,NY,11746,52,Suffolk,6314998836,40.825873,-73.343423,"(40.825873, -73.343423)"
EAST BRENTWOOD FIRE DEPARTMENT,52027,26 FULTON STREET,BRENTWOOD,NY,11717,52,Suffolk,6312734560,40.789315,-73.230083,"(40.789315, -73.230083)"
EAST FARMINGDALE VOL FIRE CO,52028,930 CONKLIN STREET,E FARMINGDALE,NY,11735,52,Suffolk,6312490474,40.737563,-73.426305,"(40.737563, -73.426305)"
EAST HAMPTON FIRE DEPARTMENT,52029,1 CEDAR STREET,E HAMPTON,NY,11937,52,Suffolk,6313240124,40.97125,-72.18968,"(40.97125, -72.18968)"
EAST ISLIP FIRE DEPARTMENT,52030,30 E MAIN ST,EAST ISLIP,NY,11730,52,Suffolk,6315819768,40.731414,-73.189208,"(40.731414, -73.189208)"
EAST MARION FIRE DEPARTMENT,52031,PO BOX 162,EAST MARION,NY,11939,52,Suffolk,6314770539,40.685225,-73.371754,"(40.685225, -73.371754)"
EAST MORICHES FIRE DEPARTMENT,52032,PINE STREET PO BOX 605,EAST MORICHES,NY,11940,52,Suffolk,6318780772,40.826344,-72.765873,"(40.826344, -72.765873)"
EAST NORTHPORT FIRE DEPARTMENT,52033,1 NINTH AVENUE,EAST NORTHPORT,NY,11731,52,Suffolk,6312610360,40.879041,-73.325466,"(40.879041, -73.325466)"
EAST QUOGUE FIRE DEPARTMENT,52034,MAIN STREET PO BOX 271,EAST QUOGUE,NY,11942,52,Suffolk,6316535101,40.84196,-72.58011,"(40.84196, -72.58011)"
EASTPORT FIRE DEPARTMENT,52035,PO BOX 158,EASTPORT,NY,11941,52,Suffolk,6313250464,40.828059,-72.731807,"(40.828059, -72.731807)"
EATON'S NECK FIRE DEPARTMENT,52036,55 EATON'S NECK ROAD,NORTHPORT,NY,11768,52,Suffolk,6317578932,40.937351,-73.397204,"(40.937351, -73.397204)"
FAIR HARBOR FIRE DEPARTMENT,52037,PO BOX 451,OCEAN BEACH,NY,11770,52,Suffolk,6315838546,40.637568,-73.204709,"(40.637568, -73.204709)"
FISHERS ISLAND FIRE DEPARTMENT,52038,CRESCENT AVENUE PO BOX 123,FISHERS ISLAND,NY,6390,52,Suffolk,6317887375,41.264084,-72.015732,"(41.264084, -72.015732)"
FIRE ISLAND PINES FIRE DEPT,52039,PO BOX 193,SAYVILLE,NY,11782,52,Suffolk,6315976860,40.665145,-73.068922,"(40.665145, -73.068922)"
FLANDERS FIRE DEPARTMENT,52040,19 FIREHOUSE LANE,FLANDERS,NY,11901,52,Suffolk,6317270758,40.904209,-72.621302,"(40.904209, -72.621302)"
GORDON HEIGHTS FIRE DEPARTMENT,52041,PO BOX 26,MIDDLE ISLAND,NY,11953,52,Suffolk,6317323891,40.854371,-72.966368,"(40.854371, -72.966368)"
GREAT RIVER FIRE DEPARTMENT,52042,PO BOX 664,GREAT RIVER,NY,11739,52,Suffolk,6312775837,40.72449,-73.16159,"(40.72449, -73.16159)"
GREENLAWN FIRE DEPARTMENT,52043,23 BOULEVARD STREET,GREENLAWN,NY,11740,52,Suffolk,6312619103,40.869491,-73.363536,"(40.869491, -73.363536)"
GREENPORT FIRE DEPARTMENT,52044,THIRD STREET PO BOX 58,GREENPORT,NY,11944,52,Suffolk,6314779801,41.10189,-72.3673,"(41.10189, -72.3673)"
HAGERMAN FIRE DEPARTMENT,52046,510 OAKDALE AVENUE,EAST PATCHOGUE,NY,11772,52,Suffolk,6316542790,40.76273,-72.96543,"(40.76273, -72.96543)"
HALESITE FIRE DEPARTMENT,52047,1 NORTH NEW YORK AVENUE,HALESITE,NY,11743,52,Suffolk,6314271910,40.882527,-73.41983,"(40.882527, -73.41983)"
HAMPTON BAYS FIRE COMPANY,52048,69 WEST MONTAUK HIGHWAY,HAMPTON BAYS,NY,11946,52,Suffolk,6317289191,40.87679,-72.5262,"(40.87679, -72.5262)"
HAUPPAUGE VOLUNTEER FIRE DEPT,52049,855 WHEELER ROAD,HAUPPAUGE,NY,11788,52,Suffolk,6312652499,40.824009,-73.205682,"(40.824009, -73.205682)"
HOLBROOK FIRE DEPARTMENT,52051,390 TERRY BOULEVARD,HOLBROOK,NY,11741,52,Suffolk,6315880099,40.79609,-73.073826,"(40.79609, -73.073826)"
HOLTSVILLE FIRE DEPARTMENT,52052,1025 WAVERLY AVENUE,HOLTSVILLE,NY,11742,52,Suffolk,6314755238,40.815154,-73.044717,"(40.815154, -73.044717)"
HUNTINGTON FIRE DEPARTMENT,52053,1 LEVERICH PLACE,HUNTINGTON,NY,11743,52,Suffolk,6314273030,40.875082,-73.424413,"(40.875082, -73.424413)"
HUNTINGTON MANOR VOL FIRE DEPT,52054,1650 NEW YORK AVENUE,HUNTINGTON STATION,NY,11746,52,Suffolk,6314271629,40.84175,-73.411968,"(40.84175, -73.411968)"
ISLIP FIRE DEPARTMENT,52055,28 MONELL AVENUE,ISLIP,NY,11751,52,Suffolk,6315815656,40.728301,-73.214749,"(40.728301, -73.214749)"
ISLIP TERRACE FIRE DEPARTMENT,52056,264 BEAVER DAM ROAD,ISLIP TERRACE,NY,11752,52,Suffolk,6315817350,40.750534,-73.19826,"(40.750534, -73.19826)"
JAMESPORT FIRE DEPARTMENT,52057,25 MANOR LANE PO BOX 78,JAMESPORT,NY,11947,52,Suffolk,6317223817,40.950501,-72.581021,"(40.950501, -72.581021)"
KINGS PARK FIRE DEPARTMENT,52058,2 E MAIN STREET,KINGS PARK,NY,11754,52,Suffolk,6312696846,40.884282,-73.253682,"(40.884282, -73.253682)"
LAKELAND FIRE DEPARTMENT,52060,929 JOHNSON AVENUE,RONKONKOMA,NY,11779,52,Suffolk,6315888373,40.80763,-73.122514,"(40.80763, -73.122514)"
LINDENHURST FIRE DEPARTMENT,52061,225 S WELLWOOD AVENUE,LINDENHURST,NY,11757,52,Suffolk,6319577530,40.685225,-73.371754,"(40.685225, -73.371754)"
MANORVILLE FIRE DEPARTMENT,52062,16 SILAS CARTER ROAD,MANORVILLE,NY,11949,52,Suffolk,6318786614,40.859741,-72.808502,"(40.859741, -72.808502)"
MASTIC FIRE DEPARTMENT,52063,1080 MASTIC ROAD,MASTIC,NY,11950,52,Suffolk,6312812022,40.802406,-72.840645,"(40.802406, -72.840645)"
MASTIC BEACH FIRE DEPARTMENT,52064,NEIGHBORHOOD RD PO BOX 483,MASTIC BEACH,NY,11951,52,Suffolk,6312819840,,,
MATTITUCK FIRE DEPARTMENT,52065,1000 PIKE STREET PO BOX 136,MATTITUCK,NY,11952,52,Suffolk,6312988833,40.993126,-72.533402,"(40.993126, -72.533402)"
MEDFORD FIRE DEPARTMENT,52066,171 OREGON AVENUE,MEDFORD,NY,11763,52,Suffolk,6314752865,40.815875,-72.998537,"(40.815875, -72.998537)"
MELVILLE FIRE DEPARTMENT,52067,531 SWEETHOLLOW ROAD,MELVILLE,NY,11747,52,Suffolk,6314232635,40.790147,-73.41725,"(40.790147, -73.41725)"
MIDDLE ISLAND FIRE DEPARTMENT,52068,31 ARNOLD DRIVE & RTE 25,MIDDLE ISLAND,NY,11953,52,Suffolk,6319243116,40.878997,-72.967751,"(40.878997, -72.967751)"
MILLER PLACE FIRE DEPARTMENT,52069,PO BOX 5590,MILLER PLACE,NY,11764,52,Suffolk,6314732202,40.950671,-72.991569,"(40.950671, -72.991569)"
MONTAUK FIRE DEPARTMENT,52070,12 FLAMINGO AVENUE,MONTAUK,NY,11954,52,Suffolk,6316685695,41.049653,-71.952388,"(41.049653, -71.952388)"
MOUNT SINAI FIRE DEPARTMENT,52072,746 MT SINAI-CORAM RD,MOUNT SINAI,NY,11766,52,Suffolk,6314732105,40.9455,-73.021995,"(40.9455, -73.021995)"
NESCONSET FIRE DEPARTMENT,52073,25 GIBBS POND ROAD,NESCONSET,NY,11767,52,Suffolk,6312651428,40.856193,-73.152345,"(40.856193, -73.152345)"
NORTH AMITYVILLE FIRE DEPARTMENT,52074,601 BROADWAY,AMITYVILLE,NY,11701,52,Suffolk,6317892982,40.69431,-73.423284,"(40.69431, -73.423284)"
NORTH BABYLON VOL FIRE COMPANY,52075,20 HALE ROAD,NORTH BABYLON,NY,11703,52,Suffolk,6316690419,40.727205,-73.321284,"(40.727205, -73.321284)"
NORTH LINDENHURST FIRE DEPT,52076,1630 STRAIGHT PATH,NORTH LINDENHURST,NY,11757,52,Suffolk,6319571457,40.706299,-73.38607,"(40.706299, -73.38607)"
NORTH PATCHOGUE FIRE DEPARTMENT,52077,33 DAVIDSON AVENUE,NORTH PATCHOGUE,NY,11772,52,Suffolk,6314751788,40.77259,-72.99932,"(40.77259, -72.99932)"
NORTHPORT FIRE DEPARTMENT,52078,204 MAIN STREET,NORTHPORT,NY,11768,52,Suffolk,6312617504,40.9007,-73.347896,"(40.9007, -73.347896)"
NORTH SEA FIRE DEPARTMENT,52079,149 NOYAC ROAD PO BOX 1312,SOUTHAMPTON,NY,11968,52,Suffolk,6312833629,40.93278,-72.413856,"(40.93278, -72.413856)"
OCEAN BAY PARK FIRE DEPARTMENT,52080,BAYVIEW AVENUE PO BOX 385,OCEAN BAY PARK,NY,11706,52,Suffolk,6315837155,40.6414,-73.18007,"(40.6414, -73.18007)"
OCEAN BEACH VOLUNTEER FIRE DEPT,52081,BAY & COTTAGE WALK POB 386,OCEAN BEACH,NY,11770,52,Suffolk,6315835940,40.648132,-73.156179,"(40.648132, -73.156179)"
ORIENT FIRE DEPARTMENT,52082,23300 MAIN ROAD,ORIENT,NY,11957,52,Suffolk,6313231315,41.143321,-72.299492,"(41.143321, -72.299492)"
PATCHOGUE FIRE DEPARTMENT,52083,15 JENNINGS AVENUE,PATCHOGUE,NY,11772,52,Suffolk,6312079423,40.767321,-73.016648,"(40.767321, -73.016648)"
POINT O' WOODS FIRE DEPARTMENT,52085,5 POINT-O-WOODS AVENUE,POINT-O-WOODS,NY,11706,52,Suffolk,6315837124,40.73914,-73.2538,"(40.73914, -73.2538)"
PORT JEFFERSON FIRE DEPARTMENT,52086,115 MAPLE PLACE,PORT JEFFERSON,NY,11777,52,Suffolk,5164738910,40.943519,-73.068436,"(40.943519, -73.068436)"
QUOGUE FIRE DEPARTMENT,52087,JESSUP AVENUE PO BOX 5026,QUOGUE,NY,11959,52,Suffolk,6316534620,40.817796,-72.608596,"(40.817796, -72.608596)"
RIDGE FIRE DEPARTMENT,52089,PO BOX 515,RIDGE,NY,11961,52,Suffolk,6319243256,40.90729,-72.89294,"(40.90729, -72.89294)"
RIVERHEAD FIRE DEPARTMENT,52090,540 ROANOKE AVENUE,RIVERHEAD,NY,11901,52,Suffolk,6317272751,40.919014,-72.66197,"(40.919014, -72.66197)"
ROCKY POINT VOLUNTEER FIRE DEPT,52091,5 TESLA STREET,SHOREHAM,NY,11786,52,Suffolk,6317447155,40.946786,-72.897591,"(40.946786, -72.897591)"
RONKONKOMA FIRE DEPARTMENT,52092,177 PORTION ROAD,LAKE RONKONKOMA,NY,11779,52,Suffolk,6315888204,40.82668,-73.106268,"(40.82668, -73.106268)"
SAG HARBOR FIRE DEPARTMENT,52093,1357 BRICKLIN RD PO BOX 209,SAG HARBOR,NY,11963,52,Suffolk,6317250057,40.99086,-72.300746,"(40.99086, -72.300746)"
SAINT JAMES FIRE DEPARTMENT,52094,533 N COUNTRY ROAD,SAINT JAMES,NY,11780,52,Suffolk,6315845760,40.875184,-73.159384,"(40.875184, -73.159384)"
SALTAIRE FIRE DEPARTMENT,52095,PO BOX 5375,BAY SHORE,NY,11706,52,Suffolk,6315839507,40.73914,-73.2538,"(40.73914, -73.2538)"
SAYVILLE FIRE DEPARTMENT,52096,107 N MAIN STREET,SAYVILLE,NY,11782,52,Suffolk,6315890189,40.737313,-73.080513,"(40.737313, -73.080513)"
SELDEN FIRE DEPARTMENT,52097,WOODMERE PLACE PO BOX 2345,SELDEN,NY,11784,52,Suffolk,6317321234,40.864849,-73.040269,"(40.864849, -73.040269)"
SETAUKET FIRE DEPARTMENT,52098,26 HULSE ROAD,EAST SETAUKET,NY,11733,52,Suffolk,6319414900,40.941931,-73.104736,"(40.941931, -73.104736)"
SHELTER ISLAND FIRE DEPARTMENT,52099,STATE ROAD 114 PO BOX 613,SHELTER ISLAND,NY,11964,52,Suffolk,6317490184,41.06953,-72.33912,"(41.06953, -72.33912)"
SMITHTOWN FIRE DEPARTMENT,52101,100 ELM AVENUE,SMITHTOWN,NY,11787,52,Suffolk,6312651503,40.852473,-73.195576,"(40.852473, -73.195576)"
SOUTHAMPTON FIRE DEPARTMENT,52102,WINDMILL LANE PO BOX 1435,SOUTHAMPTON,NY,11969,52,Suffolk,6312830072,40.91773,-72.40938,"(40.91773, -72.40938)"
SOUTHOLD FIRE DEPARTMENT,52103,55135 MAIN RD PO BOX 1469,SOUTHOLD,NY,11971,52,Suffolk,6317653385,41.06192,-72.42825,"(41.06192, -72.42825)"
SOUND BEACH FIRE DEPARTMENT,52104,152 SOUND BEACH BLVD,SOUND BEACH,NY,11789,52,Suffolk,6317442151,40.95567,-72.966896,"(40.95567, -72.966896)"
SPRINGS FIRE DEPARTMENT,52106,179 FORT POND BOULEVARD,EAST HAMPTON,NY,11937,52,Suffolk,6313249811,41.025954,-72.157952,"(41.025954, -72.157952)"
STONY BROOK FIRE DEPARTMENT,52107,147 MAIN STREET,STONY BROOK,NY,11790,52,Suffolk,6317510460,40.918275,-73.147519,"(40.918275, -73.147519)"
TERRYVILLE FIRE DEPARTMENT,52109,19 JAYNE BOULEVARD,PORT JEFFERSON STATION,NY,11776,52,Suffolk,6314731224,40.926322,-73.048936,"(40.926322, -73.048936)"
WADING RIVER FIRE DEPARTMENT,52111,1503 N COUNTRY RD,WADING RIVER,NY,11792,52,Suffolk,6319294340,40.953573,-72.847571,"(40.953573, -72.847571)"
WEST BABYLON VOLUNTEER FIRE DEPT,52112,126 ARNOLD AVENUE,W BABYLON,NY,11704,52,Suffolk,6316699822,40.700895,-73.344795,"(40.700895, -73.344795)"
WESTHAMPTON BEACH FIRE DEPT,52113,SUNSET AVENUE PO BOX 1526,WESTHAMPTON BEACH,NY,11978,52,Suffolk,6312881255,40.811975,-72.644867,"(40.811975, -72.644867)"
WEST ISLIP FIRE DEPARTMENT,52114,309 UNION BOULEVARD,WEST ISLIP,NY,11795,52,Suffolk,6316616440,40.706404,-73.305421,"(40.706404, -73.305421)"
WEST SAYVILLE FIRE DEPARTMENT,52115,80 MAIN STREET,WEST SAYVILLE,NY,11796,52,Suffolk,6315679464,40.729139,-73.094285,"(40.729139, -73.094285)"
WYANDANCH VOLUNTEER FIRE COMPANY,52117,1528 STRAIGHT PATH,WYANDANCH,NY,11798,52,Suffolk,6316439431,40.751499,-73.361931,"(40.751499, -73.361931)"
YAPHANK FIRE DEPARTMENT,52118,451 MAIN STREET,YAPHANK,NY,11980,52,Suffolk,6319243200,40.836761,-72.91697,"(40.836761, -72.91697)"
FARMINGVILLE FIRE DEPARTMENT,52119,780 HORSEBLOCK ROAD,FARMINGVILLE,NY,11738,52,Suffolk,6317326611,40.831221,-73.030399,"(40.831221, -73.030399)"
KISMET FIRE DEPARTMENT,52120,PO BOX 490,BRIGHTWATERS,NY,11718,52,Suffolk,6315838084,40.723194,-73.261602,"(40.723194, -73.261602)"
NISSEQUOGUE FIRE DEPARTMENT,52121,643 MORICHES ROAD,ST JAMES,NY,11780,52,Suffolk,6318627410,40.899742,-73.201164,"(40.899742, -73.201164)"
BEAVERKILL VALLEY FIRE COMPANY,53001,1524 BEAVERKILL ROAD,LEW BEACH,NY,12758,53,Sullivan,8454394199,42.005288,-74.783737,"(42.005288, -74.783737)"
BLOOMINGBURG FIRE COMPANY,53002,117 GODFREY ROAD PO BOX 1039,BLOOMINGBURG,NY,12721,53,Sullivan,8457331000,41.554551,-74.440418,"(41.554551, -74.440418)"
CALLICOON FIRE DEPARTMENT,53003,9305 ROUTE 97 PO BOX 806,CALLICOON,NY,12723,53,Sullivan,8458874233,41.767848,-75.0572,"(41.767848, -75.0572)"
CALLICOON CENTER FIRE DEPARTMENT,53004,1669 GULF ROAD PO BOX 144,CALLICOON CENTER,NY,12724,53,Sullivan,8454823020,41.838553,-74.946337,"(41.838553, -74.946337)"
CLARYVILLE FIRE COMPANY,53005,1500 DENNING RD PO BOX 146,CLARYVILLE,NY,12725,53,Sullivan,8459857270,41.92511,-74.556499,"(41.92511, -74.556499)"
FORESTBURG FIRE COMPANY,53006,2539 STATE RTE 42 PO BOX 61,FORESTBURGH,NY,12777,53,Sullivan,8457947899,41.567476,-74.740423,"(41.567476, -74.740423)"
GRAHAMSVILLE FIRE DEPARTMENT,53007,205 MAIN STREET PO BOX 331,GRAHAMSVILLE,NY,12740,53,Sullivan,8459852260,41.84675,-74.54237,"(41.84675, -74.54237)"
HANKINS FIRE DISTRICT,53008,20 NEWMAN HILL RD POB 164,HANKINS,NY,12741,53,Sullivan,8458872028,41.82761,-75.08779,"(41.82761, -75.08779)"
HIGHLAND LAKE FIRE COMPANY,53009,144 HIGHLAND LAKE ROAD PO BOX 65,HIGHLAND LAKE,NY,12743,53,Sullivan,8455578788,41.52556,-74.8546,"(41.52556, -74.8546)"
HORTONVILLE VOLUNTEER FIRE CO,53010,100 MAIN STREET PO BOX 71,HORTONVILLE,NY,12745,53,Sullivan,8458875177,41.78201,-75.02076,"(41.78201, -75.02076)"
HURLEYVILLE FIRE COMPANY,53011,166 MAIN STREET PO BOX 357,HURLEYVILLE,NY,12747,53,Sullivan,8454344161,41.733162,-74.675043,"(41.733162, -74.675043)"
JEFFERSONVILLE FIRE COMPANY,53012,4903 STATE RTE 52 PO BOX 610,JEFFERSONVILLE,NY,12748,53,Sullivan,8454824202,41.779307,-74.935657,"(41.779307, -74.935657)"
KAUNEONGA LAKE FIRE COMPANY,53013,3574 ST RTE 55 PO BOX 411,KAUNEONGA LAKE,NY,12749,53,Sullivan,8455834700,41.68635,-74.831187,"(41.68635, -74.831187)"
